         city_name         | state_name |                      airline_name                       | passengers 
 Colorado Springs, CO      | Colorado   | Frontier Airlines Inc.                                  |       3208
 Colorado Springs, CO      | Colorado   | ExpressJet Airlines Inc.                                |       1158
 Denver, CO                | Colorado   | Great Lakes Airlines                                    |        385
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2489
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       6864
 Colorado Springs, CO      | Colorado   | Frontier Airlines Inc.                                  |       3970
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       3711
 Denver, CO                | Colorado   | Trans States Airlines                                   |       1458
 Denver, CO                | Colorado   | Spirit Air Lines                                        |       4741
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        513
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        528
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       3589
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       3110
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      23511
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        275
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       4159
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |        143
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |        101
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       3904
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        200
 Grand Junction, CO        | Colorado   | Envoy Air                                               |       5171
 Cortez, CO                | Colorado   | Boutique Air                                            |         77
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       6024
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |       3151
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |        424
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        365
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       9170
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1038
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        174
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1559
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |       3355
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1698
 Denver, CO                | Colorado   | Trans States Airlines                                   |       1394
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       2891
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       1275
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       5280
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       5287
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |         64
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |         91
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        322
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      13592
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        132
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2272
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       2140
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       1366
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |        145
 Durango, CO               | Colorado   | GoJet Airlines LLC d/b/a United Express                 |       6090
 Colorado Springs, CO      | Colorado   | Allegiant Air                                           |        156
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        506
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       5182
 Denver, CO                | Colorado   | Trans States Airlines                                   |        123
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       7402
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       6614
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       6189
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1346
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       5135
 Denver, CO                | Colorado   | Republic Airlines                                       |        197
 Denver, CO                | Colorado   | American Airlines Inc.                                  |       4970
 Denver, CO                | Colorado   | Trans States Airlines                                   |       1759
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |        251
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       9705
 Denver, CO                | Colorado   | American Airlines Inc.                                  |       8320
 Denver, CO                | Colorado   | Omni Air International LLC                              |          0
 Denver, CO                | Colorado   | American Airlines Inc.                                  |       3826
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |       2565
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        904
 Denver, CO                | Colorado   | Great Lakes Airlines                                    |          5
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1870
 Denver, CO                | Colorado   | Sun Country Airlines d/b/a MN Airlines                  |       2861
 Denver, CO                | Colorado   | Boutique Air                                            |        377
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |        149
 Denver, CO                | Colorado   | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |         34
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        124
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2839
 Colorado Springs, CO      | Colorado   | American Airlines Inc.                                  |        124
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        277
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        668
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2821
 Denver, CO                | Colorado   | Republic Airlines                                       |       1430
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        105
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |        295
 Alamosa, CO               | Colorado   | Boutique Air                                            |         93
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       5383
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        141
 Denver, CO                | Colorado   | ExpressJet Airlines Inc.                                |         47
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       4019
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |         40
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       2747
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       3680
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |         73
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       3723
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       8432
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       1683
 Colorado Springs, CO      | Colorado   | Horizon Air                                             |       1004
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        945
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       3976
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       2787
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |        178
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        211
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        780
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |         70
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       9532
 Denver, CO                | Colorado   | Great Lakes Airlines                                    |         13
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        651
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2533
 Denver, CO                | Colorado   | Peninsula Airways Inc.                                  |         82
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      18170
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |         86
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       2455
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |         70
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        412
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        350
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |        199
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1345
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        444
 Aspen, CO                 | Colorado   | SkyWest Airlines Inc.                                   |       1761
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |       3165
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        314
 Colorado Springs, CO      | Colorado   | SkyWest Airlines Inc.                                   |       1822
 Denver, CO                | Colorado   | Republic Airlines                                       |        127
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       6484
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        385
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2976
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       2710
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        280
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        727
 Eagle, CO                 | Colorado   | Avjet Corporation                                       |          3
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        481
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        754
 Grand Junction, CO        | Colorado   | Swift Air, LLC                                          |        138
 Denver, CO                | Colorado   | Great Lakes Airlines                                    |        730
 Denver, CO                | Colorado   | Republic Airlines                                       |        122
 Denver, CO                | Colorado   | JetBlue Airways                                         |       1704
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2786
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        503
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        987
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       3949
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      10509
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1689
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        602
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1609
 Denver, CO                | Colorado   | Swift Air, LLC                                          |          0
 Denver, CO                | Colorado   | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |       2024
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       4253
 Grand Junction, CO        | Colorado   | SkyWest Airlines Inc.                                   |       2345
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        154
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       2630
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       2436
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       4615
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        204
 Denver, CO                | Colorado   | Endeavor Air Inc.                                       |        139
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       1099
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        121
 Denver, CO                | Colorado   | Trans States Airlines                                   |        298
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |        136
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       3896
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |         68
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       6174
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |          0
 Denver, CO                | Colorado   | Republic Airlines                                       |       1891
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       3739
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       4881
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       9640
 Denver, CO                | Colorado   | Boutique Air                                            |        346
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       4354
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1235
 Colorado Springs, CO      | Colorado   | Alaska Airlines Inc.                                    |        156
 Denver, CO                | Colorado   | Republic Airlines                                       |       3288
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      18123
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       3898
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       5509
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       7262
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1343
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      17304
 Denver, CO                | Colorado   | Republic Airlines                                       |        387
 Denver, CO                | Colorado   | Trans States Airlines                                   |       2362
 Montrose/Delta, CO        | Colorado   | GoJet Airlines LLC d/b/a United Express                 |        349
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |        776
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       4100
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       3055
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |       1722
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       6379
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       7814
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       3017
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1537
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |       1245
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1016
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1266
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       3223
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       2102
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |       3039
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       1332
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1653
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1382
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       4558
 Denver, CO                | Colorado   | Republic Airlines                                       |       1354
 Denver, CO                | Colorado   | Trans States Airlines                                   |        679
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       3066
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       5616
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        144
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       9769
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        615
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       3249
 Denver, CO                | Colorado   | Spirit Air Lines                                        |       9398
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |         65
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |      11739
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |        102
 Denver, CO                | Colorado   | Trans States Airlines                                   |        100
 Denver, CO                | Colorado   | Trans States Airlines                                   |        637
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       4193
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      24681
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        772
 Denver, CO                | Colorado   | Peninsula Airways Inc.                                  |        343
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       5678
 Gunnison, CO              | Colorado   | Trans States Airlines                                   |        245
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2875
 Denver, CO                | Colorado   | Trans States Airlines                                   |       1381
 Denver, CO                | Colorado   | Republic Airlines                                       |        132
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        417
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |        308
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        986
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |      11333
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       4577
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       9727
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        697
 Colorado Springs, CO      | Colorado   | Southwest Airlines Co.                                  |        120
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |      22113
 Denver, CO                | Colorado   | Federal Express Corporation                             |          0
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        331
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      12813
 Colorado Springs, CO      | Colorado   | American Airlines Inc.                                  |        150
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        490
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        690
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |        151
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |      11953
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        150
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        553
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      14048
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2494
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1387
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       2922
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       7485
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       1820
 Colorado Springs, CO      | Colorado   | ExpressJet Airlines Inc.                                |        962
 Denver, CO                | Colorado   | Spirit Air Lines                                        |       9401
 Denver, CO                | Colorado   | Republic Airlines                                       |         69
 Denver, CO                | Colorado   | Trans States Airlines                                   |        565
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |        453
 Denver, CO                | Colorado   | Republic Airlines                                       |       1973
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       2602
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        592
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1516
 Denver, CO                | Colorado   | Trans States Airlines                                   |        403
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2097
 Denver, CO                | Colorado   | American Airlines Inc.                                  |      37440
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1426
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       5859
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        944
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |       1332
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        180
 Denver, CO                | Colorado   | Trans States Airlines                                   |        209
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        623
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        122
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       3766
 Denver, CO                | Colorado   | Trans States Airlines                                   |       1046
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       3388
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        162
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1578
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        667
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        121
 Denver, CO                | Colorado   | Trans States Airlines                                   |        251
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       6895
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |         99
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |        113
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       3896
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       4042
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1922
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       2448
 Denver, CO                | Colorado   | Republic Airlines                                       |         60
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        388
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       3102
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       2485
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        571
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       9692
 Denver, CO                | Colorado   | Republic Airlines                                       |         70
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       1010
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        318
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        930
 Colorado Springs, CO      | Colorado   | Republic Airlines                                       |         73
 Colorado Springs, CO      | Colorado   | Allegiant Air                                           |       1257
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2356
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        359
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       6406
 Denver, CO                | Colorado   | Trans States Airlines                                   |       1231
 Denver, CO                | Colorado   | American Airlines Inc.                                  |        168
 Denver, CO                | Colorado   | American Airlines Inc.                                  |       4379
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       2397
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       2180
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1048
 Denver, CO                | Colorado   | Sun Country Airlines d/b/a MN Airlines                  |        286
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       3967
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1519
 Denver, CO                | Colorado   | Republic Airlines                                       |        190
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      12290
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        205
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        383
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        397
 Denver, CO                | Colorado   | Boutique Air                                            |        250
 Montrose/Delta, CO        | Colorado   | Mesa Airlines Inc.                                      |         66
 Denver, CO                | Colorado   | Alaska Airlines Inc.                                    |       4766
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       7204
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |        281
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        549
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       3576
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       4468
 Colorado Springs, CO      | Colorado   | Frontier Airlines Inc.                                  |        917
 Denver, CO                | Colorado   | Great Lakes Airlines                                    |        382
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |       1906
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      10664
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1240
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2160
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        119
 Denver, CO                | Colorado   | Allegiant Air                                           |       1776
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |       3004
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |      13560
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2745
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        811
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        632
 Telluride, CO             | Colorado   | Great Lakes Airlines                                    |         11
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       4385
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1231
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |       4337
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       4156
 Durango, CO               | Colorado   | SkyWest Airlines Inc.                                   |       3386
 Denver, CO                | Colorado   | Swift Air, LLC                                          |         21
 Denver, CO                | Colorado   | Peninsula Airways Inc.                                  |          5
 Pueblo, CO                | Colorado   | USA Jet Airlines Inc.                                   |          0
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       4638
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       9644
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        795
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       2970
 Denver, CO                | Colorado   | Republic Airlines                                       |       1666
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        989
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       1087
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1761
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      13995
 Denver, CO                | Colorado   | Southern Air Inc.                                       |          0
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        545
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |      10852
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       4886
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       4958
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |        753
 Grand Junction, CO        | Colorado   | Trans States Airlines                                   |       2600
 Colorado Springs, CO      | Colorado   | SkyWest Airlines Inc.                                   |        363
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       5262
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       3238
 Denver, CO                | Colorado   | Trans States Airlines                                   |       2640
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       9173
 Denver, CO                | Colorado   | Trans States Airlines                                   |       2586
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       2123
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       8998
 Aspen, CO                 | Colorado   | SkyWest Airlines Inc.                                   |       1193
 Denver, CO                | Colorado   | Spirit Air Lines                                        |       4446
 Denver, CO                | Colorado   | Trans States Airlines                                   |       1222
 Colorado Springs, CO      | Colorado   | SkyWest Airlines Inc.                                   |       2603
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |       3315
 Denver, CO                | Colorado   | Republic Airlines                                       |       3090
 Colorado Springs, CO      | Colorado   | Allegiant Air                                           |       1268
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       4415
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1323
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       9407
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       5851
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |      18575
 Montrose/Delta, CO        | Colorado   | Envoy Air                                               |         48
 Denver, CO                | Colorado   | American Airlines Inc.                                  |      12937
 Alamosa, CO               | Colorado   | Boutique Air                                            |        530
 Grand Junction, CO        | Colorado   | Allegiant Air                                           |       1267
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       1248
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |        761
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       5035
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       5791
 Denver, CO                | Colorado   | Kalitta Charters II                                     |          0
 Denver, CO                | Colorado   | Republic Airlines                                       |        308
 Denver, CO                | Colorado   | Peninsula Airways Inc.                                  |         37
 Colorado Springs, CO      | Colorado   | Southwest Airlines Co.                                  |        281
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       2234
 Denver, CO                | Colorado   | Frontier Airlines Inc.                                  |       3838
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       7196
 Grand Junction, CO        | Colorado   | SkyWest Airlines Inc.                                   |       3831
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |        918
(929 rows)

         city_name         | state_name |                      airline_name                       | freight 
---------------------------+------------+---------------------------------------------------------+---------
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     568
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    3711
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |   39030
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |     817
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |      92
 Montrose/Delta, CO        | Colorado   | ExpressJet Airlines Inc.                                |       0
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    4064
 Colorado Springs, CO      | Colorado   | Allegiant Air                                           |       0
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    3391
 Denver, CO                | Colorado   | Southern Air Inc.                                       |  431309
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |      56
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     182
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |  175205
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       4
