         city_name         | state_name |                      airline_name                       | passengers 
 New Orleans, LA              | Louisiana         | Denver, CO                | United Air Lines Inc.
 New York, NY                 | New York          | Denver, CO                | Delta Air Lines Inc.
 New York, NY                 | New York          | Denver, CO                | Frontier Airlines Inc.
 New York, NY                 | New York          | Denver, CO                | JetBlue Airways
 New York, NY                 | New York          | Denver, CO                | Southwest Airlines Co.
 New York, NY                 | New York          | Denver, CO                | United Air Lines Inc.
 Newark, NJ                   | New Jersey        | Denver, CO                | Southwest Airlines Co.
 Newark, NJ                   | New Jersey        | Denver, CO                | United Air Lines Inc.
 Norfolk, VA                  | Virginia          | Denver, CO                | Southwest Airlines Co.
 North Bend/Coos Bay, OR      | Oregon            | Denver, CO                | SkyWest Airlines Inc.
 North Platte, NE             | Nebraska          | Denver, CO                | Peninsula Airways Inc.
 Oakland, CA                  | California        | Colorado Springs, CO      | Federal Express Corporation
 Oakland, CA                  | California        | Colorado Springs, CO      | Miami Air International
 Oakland, CA                  | California        | Colorado Springs, CO      | Southwest Airlines Co.
 Oakland, CA                  | California        | Denver, CO                | Federal Express Corporation
 Oakland, CA                  | California        | Denver, CO                | Miami Air International
 Oakland, CA                  | California        | Denver, CO                | Southwest Airlines Co.
 Oklahoma City, OK            | Oklahoma          | Denver, CO                | Delta Air Lines Inc.
 Oklahoma City, OK            | Oklahoma          | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Oklahoma City, OK            | Oklahoma          | Denver, CO                | Republic Airlines
 Oklahoma City, OK            | Oklahoma          | Denver, CO                | SkyWest Airlines Inc.
 Oklahoma City, OK            | Oklahoma          | Denver, CO                | Southwest Airlines Co.
 Oklahoma City, OK            | Oklahoma          | Denver, CO                | United Air Lines Inc.
 Omaha, NE                    | Nebraska          | Denver, CO                | Frontier Airlines Inc.
 Omaha, NE                    | Nebraska          | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Omaha, NE                    | Nebraska          | Denver, CO                | Republic Airlines
 Omaha, NE                    | Nebraska          | Denver, CO                | SkyWest Airlines Inc.
 Omaha, NE                    | Nebraska          | Denver, CO                | Southwest Airlines Co.
 Omaha, NE                    | Nebraska          | Denver, CO                | United Air Lines Inc.
 Ontario, CA                  | California        | Denver, CO                | SkyWest Airlines Inc.
 Ontario, CA                  | California        | Denver, CO                | Southwest Airlines Co.
 Ontario, CA                  | California        | Denver, CO                | United Air Lines Inc.
 Ontario, CA                  | California        | Denver, CO                | United Parcel Service
 Orlando, FL                  | Florida           | Colorado Springs, CO      | American Airlines Inc.
 Orlando, FL                  | Florida           | Colorado Springs, CO      | Frontier Airlines Inc.
 Orlando, FL                  | Florida           | Colorado Springs, CO      | Southwest Airlines Co.
 Orlando, FL                  | Florida           | Colorado Springs, CO      | United Air Lines Inc.
 Orlando, FL                  | Florida           | Denver, CO                | American Airlines Inc.
 Orlando, FL                  | Florida           | Denver, CO                | Frontier Airlines Inc.
 Orlando, FL                  | Florida           | Denver, CO                | Southwest Airlines Co.
 Orlando, FL                  | Florida           | Denver, CO                | United Air Lines Inc.
 Palm Springs, CA             | California        | Denver, CO                | SkyWest Airlines Inc.
 Palm Springs, CA             | California        | Denver, CO                | United Air Lines Inc.
 Pasco/Kennewick/Richland, WA | Washington        | Denver, CO                | SkyWest Airlines Inc.
 Pasco/Kennewick/Richland, WA | Washington        | Grand Junction, CO        | SkyWest Airlines Inc.
 Pensacola, FL                | Florida           | Denver, CO                | Southwest Airlines Co.
 Philadelphia, PA             | Pennsylvania      | Denver, CO                | American Airlines Inc.
 Philadelphia, PA             | Pennsylvania      | Denver, CO                | Frontier Airlines Inc.
 Philadelphia, PA             | Pennsylvania      | Denver, CO                | Southwest Airlines Co.
 Philadelphia, PA             | Pennsylvania      | Denver, CO                | United Air Lines Inc.
 Phoenix, AZ                  | Arizona           | Colorado Springs, CO      | Allegiant Air
 Phoenix, AZ                  | Arizona           | Colorado Springs, CO      | American Airlines Inc.
 Phoenix, AZ                  | Arizona           | Colorado Springs, CO      | Boutique Air
 Phoenix, AZ                  | Arizona           | Colorado Springs, CO      | Frontier Airlines Inc.
 Phoenix, AZ                  | Arizona           | Colorado Springs, CO      | Mesa Airlines Inc.
 Phoenix, AZ                  | Arizona           | Colorado Springs, CO      | SkyWest Airlines Inc.
 Phoenix, AZ                  | Arizona           | Colorado Springs, CO      | Southwest Airlines Co.
 Phoenix, AZ                  | Arizona           | Colorado Springs, CO      | Swift Air, LLC
 Phoenix, AZ                  | Arizona           | Colorado Springs, CO      | United Air Lines Inc.
 Phoenix, AZ                  | Arizona           | Cortez, CO                | American Airlines Inc.
 Phoenix, AZ                  | Arizona           | Cortez, CO                | Boutique Air
 Phoenix, AZ                  | Arizona           | Cortez, CO                | Frontier Airlines Inc.
 Phoenix, AZ                  | Arizona           | Cortez, CO                | Mesa Airlines Inc.
 Phoenix, AZ                  | Arizona           | Cortez, CO                | SkyWest Airlines Inc.
 Phoenix, AZ                  | Arizona           | Cortez, CO                | Southwest Airlines Co.
 Phoenix, AZ                  | Arizona           | Cortez, CO                | United Air Lines Inc.
 Phoenix, AZ                  | Arizona           | Denver, CO                | Allegiant Air
 Phoenix, AZ                  | Arizona           | Denver, CO                | American Airlines Inc.
 Phoenix, AZ                  | Arizona           | Denver, CO                | Boutique Air
 Phoenix, AZ                  | Arizona           | Denver, CO                | Frontier Airlines Inc.
 Phoenix, AZ                  | Arizona           | Denver, CO                | Mesa Airlines Inc.
 Phoenix, AZ                  | Arizona           | Denver, CO                | SkyWest Airlines Inc.
 Phoenix, AZ                  | Arizona           | Denver, CO                | Southwest Airlines Co.
 Phoenix, AZ                  | Arizona           | Denver, CO                | Swift Air, LLC
 Phoenix, AZ                  | Arizona           | Denver, CO                | United Air Lines Inc.
 Phoenix, AZ                  | Arizona           | Durango, CO               | American Airlines Inc.
 Phoenix, AZ                  | Arizona           | Durango, CO               | Boutique Air
 Phoenix, AZ                  | Arizona           | Durango, CO               | Frontier Airlines Inc.
 Phoenix, AZ                  | Arizona           | Durango, CO               | Mesa Airlines Inc.
 Phoenix, AZ                  | Arizona           | Durango, CO               | SkyWest Airlines Inc.
 Phoenix, AZ                  | Arizona           | Durango, CO               | Southwest Airlines Co.
 Phoenix, AZ                  | Arizona           | Durango, CO               | United Air Lines Inc.
 Phoenix, AZ                  | Arizona           | Grand Junction, CO        | American Airlines Inc.
 Phoenix, AZ                  | Arizona           | Grand Junction, CO        | Boutique Air
 Phoenix, AZ                  | Arizona           | Grand Junction, CO        | Frontier Airlines Inc.
 Phoenix, AZ                  | Arizona           | Grand Junction, CO        | Mesa Airlines Inc.
 Phoenix, AZ                  | Arizona           | Grand Junction, CO        | SkyWest Airlines Inc.
 Phoenix, AZ                  | Arizona           | Grand Junction, CO        | Southwest Airlines Co.
 Phoenix, AZ                  | Arizona           | Grand Junction, CO        | United Air Lines Inc.
 Phoenix, AZ                  | Arizona           | Montrose/Delta, CO        | American Airlines Inc.
 Phoenix, AZ                  | Arizona           | Montrose/Delta, CO        | Boutique Air
 Phoenix, AZ                  | Arizona           | Montrose/Delta, CO        | Frontier Airlines Inc.
 Phoenix, AZ                  | Arizona           | Montrose/Delta, CO        | Mesa Airlines Inc.
 Phoenix, AZ                  | Arizona           | Montrose/Delta, CO        | SkyWest Airlines Inc.
 Phoenix, AZ                  | Arizona           | Montrose/Delta, CO        | Southwest Airlines Co.
 Phoenix, AZ                  | Arizona           | Montrose/Delta, CO        | United Air Lines Inc.
 Pierre, SD                   | South Dakota      | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways
 Pittsburgh, PA               | Pennsylvania      | Denver, CO                | Frontier Airlines Inc.
 Pittsburgh, PA               | Pennsylvania      | Denver, CO                | Southwest Airlines Co.
 Pittsburgh, PA               | Pennsylvania      | Denver, CO                | United Air Lines Inc.
 Portland, OR                 | Oregon            | Denver, CO                | Frontier Airlines Inc.
 Portland, OR                 | Oregon            | Denver, CO                | SkyWest Airlines Inc.
 Portland, OR                 | Oregon            | Denver, CO                | Southwest Airlines Co.
 Portland, OR                 | Oregon            | Denver, CO                | United Air Lines Inc.
 Raleigh/Durham, NC           | North Carolina    | Denver, CO                | American Airlines Inc.
 Raleigh/Durham, NC           | North Carolina    | Denver, CO                | Frontier Airlines Inc.
 Raleigh/Durham, NC           | North Carolina    | Denver, CO                | Southwest Airlines Co.
 Raleigh/Durham, NC           | North Carolina    | Denver, CO                | United Air Lines Inc.
 Rapid City, SD               | South Dakota      | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Rapid City, SD               | South Dakota      | Denver, CO                | SkyWest Airlines Inc.
 Rapid City, SD               | South Dakota      | Denver, CO                | Trans States Airlines
 Reno, NV                     | Nevada            | Denver, CO                | CFM Inc d/b/a Contour Airlines
 Reno, NV                     | Nevada            | Denver, CO                | Southwest Airlines Co.
 Reno, NV                     | Nevada            | Denver, CO                | United Air Lines Inc.
 Richmond, VA                 | Virginia          | Denver, CO                | SkyWest Airlines Inc.
 Richmond, VA                 | Virginia          | Denver, CO                | United Air Lines Inc.
 Riverton/Lander, WY          | Wyoming           | Denver, CO                | Great Lakes Airlines
 Rochester, NY                | New York          | Denver, CO                | Swift Air, LLC
 Rock Springs, WY             | Wyoming           | Denver, CO                | SkyWest Airlines Inc.
 Rockford, IL                 | Illinois          | Denver, CO                | United Parcel Service
 Sacramento, CA               | California        | Denver, CO                | SkyWest Airlines Inc.
 Sacramento, CA               | California        | Denver, CO                | Southwest Airlines Co.
 Sacramento, CA               | California        | Denver, CO                | United Air Lines Inc.
 Salina, KS                   | Kansas            | Denver, CO                | Great Lakes Airlines
 Salt Lake City, UT           | Utah              | Aspen, CO                 | American Airlines Inc.
 Salt Lake City, UT           | Utah              | Aspen, CO                 | Avjet Corporation
 Salt Lake City, UT           | Utah              | Aspen, CO                 | Delta Air Lines Inc.
 Salt Lake City, UT           | Utah              | Aspen, CO                 | Frontier Airlines Inc.
 Salt Lake City, UT           | Utah              | Aspen, CO                 | Republic Airlines
 Salt Lake City, UT           | Utah              | Aspen, CO                 | SkyWest Airlines Inc.
 Salt Lake City, UT           | Utah              | Aspen, CO                 | Southwest Airlines Co.
 Salt Lake City, UT           | Utah              | Aspen, CO                 | United Air Lines Inc.
 Salt Lake City, UT           | Utah              | Aspen, CO                 | United Parcel Service
 Salt Lake City, UT           | Utah              | Colorado Springs, CO      | American Airlines Inc.
 Salt Lake City, UT           | Utah              | Colorado Springs, CO      | Avjet Corporation
 Salt Lake City, UT           | Utah              | Colorado Springs, CO      | Delta Air Lines Inc.
 Salt Lake City, UT           | Utah              | Colorado Springs, CO      | Frontier Airlines Inc.
 Salt Lake City, UT           | Utah              | Colorado Springs, CO      | Republic Airlines
 Salt Lake City, UT           | Utah              | Colorado Springs, CO      | SkyWest Airlines Inc.
 Salt Lake City, UT           | Utah              | Colorado Springs, CO      | Southwest Airlines Co.
 Salt Lake City, UT           | Utah              | Colorado Springs, CO      | United Air Lines Inc.
 Salt Lake City, UT           | Utah              | Colorado Springs, CO      | United Parcel Service
 Salt Lake City, UT           | Utah              | Denver, CO                | American Airlines Inc.
 Salt Lake City, UT           | Utah              | Denver, CO                | Avjet Corporation
 Salt Lake City, UT           | Utah              | Denver, CO                | Delta Air Lines Inc.
 Salt Lake City, UT           | Utah              | Denver, CO                | Frontier Airlines Inc.
 Salt Lake City, UT           | Utah              | Denver, CO                | Republic Airlines
 Salt Lake City, UT           | Utah              | Denver, CO                | SkyWest Airlines Inc.
 Salt Lake City, UT           | Utah              | Denver, CO                | Southwest Airlines Co.
 Salt Lake City, UT           | Utah              | Denver, CO                | United Air Lines Inc.
 Salt Lake City, UT           | Utah              | Denver, CO                | United Parcel Service
 Salt Lake City, UT           | Utah              | Grand Junction, CO        | American Airlines Inc.
 Salt Lake City, UT           | Utah              | Grand Junction, CO        | Avjet Corporation
 Salt Lake City, UT           | Utah              | Grand Junction, CO        | Delta Air Lines Inc.
 Salt Lake City, UT           | Utah              | Grand Junction, CO        | Frontier Airlines Inc.
 Salt Lake City, UT           | Utah              | Grand Junction, CO        | Republic Airlines
 Salt Lake City, UT           | Utah              | Grand Junction, CO        | SkyWest Airlines Inc.
 Salt Lake City, UT           | Utah              | Grand Junction, CO        | Southwest Airlines Co.
 Salt Lake City, UT           | Utah              | Grand Junction, CO        | United Air Lines Inc.
 Salt Lake City, UT           | Utah              | Grand Junction, CO        | United Parcel Service
 San Antonio, TX              | Texas             | Denver, CO                | Frontier Airlines Inc.
 San Antonio, TX              | Texas             | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 San Antonio, TX              | Texas             | Denver, CO                | Republic Airlines
 San Antonio, TX              | Texas             | Denver, CO                | SkyWest Airlines Inc.
 San Antonio, TX              | Texas             | Denver, CO                | Southwest Airlines Co.
 San Antonio, TX              | Texas             | Denver, CO                | United Air Lines Inc.
 San Diego, CA                | California        | Denver, CO                | Frontier Airlines Inc.
 San Diego, CA                | California        | Denver, CO                | SkyWest Airlines Inc.
 San Diego, CA                | California        | Denver, CO                | Southwest Airlines Co.
 San Diego, CA                | California        | Denver, CO                | Spirit Air Lines
 San Diego, CA                | California        | Denver, CO                | United Air Lines Inc.
 San Francisco, CA            | California        | Aspen, CO                 | American Airlines Inc.
 San Francisco, CA            | California        | Aspen, CO                 | Delta Air Lines Inc.
 San Francisco, CA            | California        | Aspen, CO                 | Frontier Airlines Inc.
 San Francisco, CA            | California        | Aspen, CO                 | SkyWest Airlines Inc.
 San Francisco, CA            | California        | Aspen, CO                 | Southwest Airlines Co.
 San Francisco, CA            | California        | Aspen, CO                 | United Air Lines Inc.
 San Francisco, CA            | California        | Aspen, CO                 | Virgin America
 San Francisco, CA            | California        | Colorado Springs, CO      | American Airlines Inc.
 San Francisco, CA            | California        | Colorado Springs, CO      | Delta Air Lines Inc.
 San Francisco, CA            | California        | Colorado Springs, CO      | Frontier Airlines Inc.
 San Francisco, CA            | California        | Colorado Springs, CO      | SkyWest Airlines Inc.
 San Francisco, CA            | California        | Colorado Springs, CO      | Southwest Airlines Co.
 San Francisco, CA            | California        | Colorado Springs, CO      | United Air Lines Inc.
 San Francisco, CA            | California        | Colorado Springs, CO      | Virgin America
 San Francisco, CA            | California        | Denver, CO                | American Airlines Inc.
 San Francisco, CA            | California        | Denver, CO                | Delta Air Lines Inc.
 San Francisco, CA            | California        | Denver, CO                | Frontier Airlines Inc.
 San Francisco, CA            | California        | Denver, CO                | SkyWest Airlines Inc.
 San Francisco, CA            | California        | Denver, CO                | Southwest Airlines Co.
 San Francisco, CA            | California        | Denver, CO                | United Air Lines Inc.
 San Francisco, CA            | California        | Denver, CO                | Virgin America
 San Jose, CA                 | California        | Colorado Springs, CO      | SkyWest Airlines Inc.
 San Jose, CA                 | California        | Colorado Springs, CO      | Southwest Airlines Co.
 San Jose, CA                 | California        | Colorado Springs, CO      | United Air Lines Inc.
 San Jose, CA                 | California        | Denver, CO                | SkyWest Airlines Inc.
 San Jose, CA                 | California        | Denver, CO                | Southwest Airlines Co.
 San Jose, CA                 | California        | Denver, CO                | United Air Lines Inc.
 San Luis Obispo, CA          | California        | Denver, CO                | SkyWest Airlines Inc.
 Santa Ana, CA                | California        | Denver, CO                | Frontier Airlines Inc.
 Santa Ana, CA                | California        | Denver, CO                | SkyWest Airlines Inc.
 Santa Ana, CA                | California        | Denver, CO                | Southwest Airlines Co.
 Santa Ana, CA                | California        | Denver, CO                | United Air Lines Inc.
 Santa Barbara, CA            | California        | Denver, CO                | SkyWest Airlines Inc.
 Santa Barbara, CA            | California        | Denver, CO                | United Air Lines Inc.
 Santa Fe, NM                 | New Mexico        | Denver, CO                | Trans States Airlines
 Scottsbluff, NE              | Nebraska          | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways
 Scottsbluff, NE              | Nebraska          | Denver, CO                | Peninsula Airways Inc.
 Scottsbluff, NE              | Nebraska          | Denver, CO                | Trans States Airlines
 Scottsbluff, NE              | Nebraska          | Denver, CO                | United Air Lines Inc.
 Seattle, WA                  | Washington        | Colorado Springs, CO      | Alaska Airlines Inc.
 Seattle, WA                  | Washington        | Colorado Springs, CO      | Delta Air Lines Inc.
 Seattle, WA                  | Washington        | Colorado Springs, CO      | Frontier Airlines Inc.
 Seattle, WA                  | Washington        | Colorado Springs, CO      | Horizon Air
 Seattle, WA                  | Washington        | Colorado Springs, CO      | SkyWest Airlines Inc.
 Seattle, WA                  | Washington        | Colorado Springs, CO      | Southwest Airlines Co.
 Seattle, WA                  | Washington        | Colorado Springs, CO      | United Air Lines Inc.
 Seattle, WA                  | Washington        | Denver, CO                | Alaska Airlines Inc.
 Seattle, WA                  | Washington        | Denver, CO                | Delta Air Lines Inc.
 Seattle, WA                  | Washington        | Denver, CO                | Frontier Airlines Inc.
 Seattle, WA                  | Washington        | Denver, CO                | Horizon Air
 Seattle, WA                  | Washington        | Denver, CO                | SkyWest Airlines Inc.
 Seattle, WA                  | Washington        | Denver, CO                | Southwest Airlines Co.
 Seattle, WA                  | Washington        | Denver, CO                | United Air Lines Inc.
 Shreveport, LA               | Louisiana         | Denver, CO                | SkyWest Airlines Inc.
 Shreveport, LA               | Louisiana         | Denver, CO                | Trans States Airlines
 Sioux Falls, SD              | South Dakota      | Denver, CO                | Frontier Airlines Inc.
 Sioux Falls, SD              | South Dakota      | Denver, CO                | SkyWest Airlines Inc.
 Sioux Falls, SD              | South Dakota      | Denver, CO                | Trans States Airlines
 Sioux Falls, SD              | South Dakota      | Denver, CO                | United Air Lines Inc.
 Spokane, WA                  | Washington        | Denver, CO                | SkyWest Airlines Inc.
 Spokane, WA                  | Washington        | Denver, CO                | Southwest Airlines Co.
 Spokane, WA                  | Washington        | Denver, CO                | United Air Lines Inc.
 Springfield, MO              | Missouri          | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Springfield, MO              | Missouri          | Denver, CO                | SkyWest Airlines Inc.
 Springfield, MO              | Missouri          | Denver, CO                | Trans States Airlines
 St. George, UT               | Utah              | Colorado Springs, CO      | SkyWest Airlines Inc.
 St. George, UT               | Utah              | Denver, CO                | SkyWest Airlines Inc.
 St. Louis, MO                | Missouri          | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways
 St. Louis, MO                | Missouri          | Denver, CO                | Frontier Airlines Inc.
 St. Louis, MO                | Missouri          | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 St. Louis, MO                | Missouri          | Denver, CO                | Republic Airlines
 St. Louis, MO                | Missouri          | Denver, CO                | SkyWest Airlines Inc.
 St. Louis, MO                | Missouri          | Denver, CO                | Southwest Airlines Co.
 St. Louis, MO                | Missouri          | Denver, CO                | Trans States Airlines
 St. Louis, MO                | Missouri          | Denver, CO                | United Air Lines Inc.
 St. Louis, MO                | Missouri          | Eagle, CO                 | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways
 St. Louis, MO                | Missouri          | Eagle, CO                 | Frontier Airlines Inc.
 St. Louis, MO                | Missouri          | Eagle, CO                 | GoJet Airlines LLC d/b/a United Express
 St. Louis, MO                | Missouri          | Eagle, CO                 | Republic Airlines
 St. Louis, MO                | Missouri          | Eagle, CO                 | SkyWest Airlines Inc.
 St. Louis, MO                | Missouri          | Eagle, CO                 | Southwest Airlines Co.
 St. Louis, MO                | Missouri          | Eagle, CO                 | Trans States Airlines
 St. Louis, MO                | Missouri          | Eagle, CO                 | United Air Lines Inc.
 Sugar Land, TX               | Texas             | Aspen, CO                 | Jet Aviation Flight Services, Inc.
 Tampa, FL                    | Florida           | Denver, CO                | Frontier Airlines Inc.
 Tampa, FL                    | Florida           | Denver, CO                | Southwest Airlines Co.
 Tampa, FL                    | Florida           | Denver, CO                | United Air Lines Inc.
 Tucson, AZ                   | Arizona           | Denver, CO                | SkyWest Airlines Inc.
 Tucson, AZ                   | Arizona           | Denver, CO                | Southwest Airlines Co.
 Tucson, AZ                   | Arizona           | Denver, CO                | Trans States Airlines
 Tucson, AZ                   | Arizona           | Denver, CO                | United Air Lines Inc.
 Tulsa, OK                    | Oklahoma          | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Tulsa, OK                    | Oklahoma          | Denver, CO                | Republic Airlines
 Tulsa, OK                    | Oklahoma          | Denver, CO                | SkyWest Airlines Inc.
 Tulsa, OK                    | Oklahoma          | Denver, CO                | Southwest Airlines Co.
 Tulsa, OK                    | Oklahoma          | Denver, CO                | Swift Air, LLC
 Tulsa, OK                    | Oklahoma          | Denver, CO                | Trans States Airlines
 Tulsa, OK                    | Oklahoma          | Denver, CO                | United Air Lines Inc.
 Vernal, UT                   | Utah              | Denver, CO                | Boutique Air
 Washington, DC               | Virginia          | Colorado Springs, CO      | Frontier Airlines Inc.
 Washington, DC               | Virginia          | Colorado Springs, CO      | SkyWest Airlines Inc.
 Washington, DC               | Virginia          | Colorado Springs, CO      | United Air Lines Inc.
 Washington, DC               | Virginia          | Denver, CO                | Frontier Airlines Inc.
 Washington, DC               | Virginia          | Denver, CO                | SkyWest Airlines Inc.
 Washington, DC               | Virginia          | Denver, CO                | Southwest Airlines Co.
 Washington, DC               | Virginia          | Denver, CO                | United Air Lines Inc.
 Wendover, UT                 | Utah              | Grand Junction, CO        | Swift Air, LLC
 Wichita, KS                  | Kansas            | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Wichita, KS                  | Kansas            | Denver, CO                | Republic Airlines
 Wichita, KS                  | Kansas            | Denver, CO                | SkyWest Airlines Inc.
 Wichita, KS                  | Kansas            | Denver, CO                | Trans States Airlines
 Wichita, KS                  | Kansas            | Denver, CO                | United Air Lines Inc.
 Williston, ND                | North Dakota      | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways
 Williston, ND                | North Dakota      | Denver, CO                | SkyWest Airlines Inc.
 Williston, ND                | North Dakota      | Denver, CO                | Trans States Airlines
(777 rows)

       origin_city_name       | origin_state_name |                   unique_carrier_name                   
------------------------------+-------------------+---------------------------------------------------------
 San Antonio, TX              | Texas             | Republic Airlines
 Fayetteville, AR             | Arkansas          | Trans States Airlines
 Devils Lake, ND              | North Dakota      | SkyWest Airlines Inc.
 Grand Rapids, MI             | Michigan          | Trans States Airlines
 San Jose, CA                 | California        | SkyWest Airlines Inc.
 Austin, TX                   | Texas             | United Air Lines Inc.
 Kansas City, MO              | Missouri          | Republic Airlines
 Tulsa, OK                    | Oklahoma          | SkyWest Airlines Inc.
 Long Beach, CA               | California        | Southwest Airlines Co.
 Springfield, MO              | Missouri          | SkyWest Airlines Inc.
 Eugene, OR                   | Oregon            | United Air Lines Inc.
 Rockford, IL                 | Illinois          | United Parcel Service
 San Francisco, CA            | California        | United Air Lines Inc.
 Nashville, TN                | Tennessee         | SkyWest Airlines Inc.
 Tucson, AZ                   | Arizona           | Southwest Airlines Co.
 Seattle, WA                  | Washington        | Frontier Airlines Inc.
 Atlanta, GA                  | Georgia           | United Air Lines Inc.
 Fargo, ND                    | North Dakota      | Trans States Airlines
 Pensacola, FL                | Florida           | Southwest Airlines Co.
 Austin, TX                   | Texas             | GoJet Airlines LLC d/b/a United Express
 St. Louis, MO                | Missouri          | SkyWest Airlines Inc.
 Portland, OR                 | Oregon            | Frontier Airlines Inc.
 Los Angeles, CA              | California        | United Air Lines Inc.
 Midland/Odessa, TX           | Texas             | Republic Airlines
 Reno, NV                     | Nevada            | United Air Lines Inc.
 Chicago, IL                  | Illinois          | Frontier Airlines Inc.
 Missoula, MT                 | Montana           | SkyWest Airlines Inc.
 Bismarck/Mandan, ND          | North Dakota      | Frontier Airlines Inc.
 Santa Ana, CA                | California        | Southwest Airlines Co.
 Williston, ND                | North Dakota      | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways
 Little Rock, AR              | Arkansas          | Trans States Airlines
 St. Louis, MO                | Missouri          | GoJet Airlines LLC d/b/a United Express
 Cincinnati, OH               | Kentucky          | Frontier Airlines Inc.
 Austin, TX                   | Texas             | SkyWest Airlines Inc.
 San Jose, CA                 | California        | United Air Lines Inc.
 Santa Ana, CA                | California        | Frontier Airlines Inc.
 Missoula, MT                 | Montana           | GoJet Airlines LLC d/b/a United Express
 Chicago, IL                  | Illinois          | Southwest Airlines Co.
 Portland, OR                 | Oregon            | Southwest Airlines Co.
 Fargo, ND                    | North Dakota      | SkyWest Airlines Inc.
 Santa Barbara, CA            | California        | United Air Lines Inc.
 Tulsa, OK                    | Oklahoma          | United Air Lines Inc.
 Detroit, MI                  | Michigan          | United Air Lines Inc.
 St. Louis, MO                | Missouri          | Trans States Airlines
 Seattle, WA                  | Washington        | Southwest Airlines Co.
 Des Moines, IA               | Iowa              | Frontier Airlines Inc.
 Eugene, OR                   | Oregon            | SkyWest Airlines Inc.
 Missoula, MT                 | Montana           | Trans States Airlines
 Fayetteville, AR             | Arkansas          | SkyWest Airlines Inc.
 Grand Rapids, MI             | Michigan          | SkyWest Airlines Inc.
 Knoxville, TN                | Tennessee         | GoJet Airlines LLC d/b/a United Express
 Tulsa, OK                    | Oklahoma          | GoJet Airlines LLC d/b/a United Express
 New Orleans, LA              | Louisiana         | Republic Airlines
 Los Angeles, CA              | California        | American Airlines Inc.
 Birmingham, AL               | Alabama           | Republic Airlines
 Atlanta, GA                  | Georgia           | SkyWest Airlines Inc.
 Springfield, MO              | Missouri          | GoJet Airlines LLC d/b/a United Express
 San Diego, CA                | California        | Spirit Air Lines
 San Francisco, CA            | California        | American Airlines Inc.
 Tulsa, OK                    | Oklahoma          | Trans States Airlines
 Cincinnati, OH               | Kentucky          | Allegiant Air
 Bozeman, MT                  | Montana           | Frontier Airlines Inc.
 Knoxville, TN                | Tennessee         | Trans States Airlines
 St. Louis, MO                | Missouri          | United Air Lines Inc.
 Bullhead City, AZ            | Arizona           | Sun Country Airlines d/b/a MN Airlines
 Memphis, TN                  | Tennessee         | SkyWest Airlines Inc.
 Minneapolis, MN              | Minnesota         | Delta Air Lines Inc.
 Los Angeles, CA              | California        | SkyWest Airlines Inc.
 Branson, MO                  | Missouri          | Via Airlines d/b/a Charter Air Transport
 Springfield, MO              | Missouri          | Trans States Airlines
 El Paso, TX                  | Texas             | Trans States Airlines
 Burbank, CA                  | California        | SkyWest Airlines Inc.
 Medford, OR                  | Oregon            | United Air Lines Inc.
 San Diego, CA                | California        | Southwest Airlines Co.
 Bend/Redmond, OR             | Oregon            | SkyWest Airlines Inc.
 Ontario, CA                  | California        | Southwest Airlines Co.
 Cedar Rapids/Iowa City, IA   | Iowa              | United Air Lines Inc.
 San Antonio, TX              | Texas             | Frontier Airlines Inc.
 Minneapolis, MN              | Minnesota         | Frontier Airlines Inc.
 Indianapolis, IN             | Indiana           | GoJet Airlines LLC d/b/a United Express
 Boise, ID                    | Idaho             | SkyWest Airlines Inc.
 Helena, MT                   | Montana           | SkyWest Airlines Inc.
 Pasco/Kennewick/Richland, WA | Washington        | SkyWest Airlines Inc.
 New Orleans, LA              | Louisiana         | Southwest Airlines Co.
 Houston, TX                  | Texas             | Frontier Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | GoJet Airlines LLC d/b/a United Express
 Kansas City, MO              | Missouri          | Frontier Airlines Inc.
 Sacramento, CA               | California        | SkyWest Airlines Inc.
 Columbus, OH                 | Ohio              | SkyWest Airlines Inc.
 Madison, WI                  | Wisconsin         | Frontier Airlines Inc.
 Chicago, IL                  | Illinois          | Spirit Air Lines
 Milwaukee, WI                | Wisconsin         | Frontier Airlines Inc.
 Seattle, WA                  | Washington        | Alaska Airlines Inc.
 Cedar Rapids/Iowa City, IA   | Iowa              | Trans States Airlines
 Dallas/Fort Worth, TX        | Texas             | United Air Lines Inc.
 Phoenix, AZ                  | Arizona           | American Airlines Inc.
